feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk101850,cust101638,2025-05-27,Avoid society relationship keep strategy.,1,Other,True,41,Low,Cleaned and Validated
fdbk101851,cust105651,2025-01-27,Voice wind tend happen account although term less key current.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk101852,cust107555,2024-09-03,Success life record close situation cover senior difficult situation ago.,3,App_Usability,True,73,Medium,Cleaned and Validated
fdbk101853,cust103885,2024-04-17,Six with article continue beautiful board statement meeting lose.,5,Transaction,False,65,High,Cleaned and Validated
fdbk101854,cust108912,2025-05-08,Create apply pick response three all.,2,Transaction,True,37,Low,Cleaned and Validated
fdbk101855,cust100522,2024-09-17,Any coach summer require plant ok with whatever.,5,App_Usability,True,48,High,Cleaned and Validated
fdbk101856,cust102522,2024-12-28,Meeting well matter method pass throughout west lose property growth.,5,Transaction,True,69,High,Cleaned and Validated
fdbk101857,cust100140,2023-07-04,Pick star range most.,2,Transaction,True,21,Low,Cleaned and Validated
fdbk101858,cust104775,2023-05-14,Present attack treatment middle organization for message.,4,App_Usability,True,57,High,Cleaned and Validated
fdbk101859,cust108829,2025-07-30,Break group back in perform personal visit war nice own.,4,Other,False,56,High,Cleaned and Validated
fdbk101860,cust103505,2025-02-14,Local coach dinner up program.,1,Transaction,True,30,Low,Cleaned and Validated
fdbk101861,cust106588,2024-07-12,Wind suggest paper agency.,4,Transaction,True,26,High,Cleaned and Validated
fdbk101862,cust102898,2023-05-28,Well point main far way evening available family manage.,5,Fraud,True,56,High,Cleaned and Validated
fdbk101863,cust101202,2023-03-12,Within notice loss successful drive poor especially expect tree stage.,3,Transaction,True,70,Medium,Cleaned and Validated
fdbk101864,cust105331,2020-11-12,Room understand such watch all up increase find firm.,4,Other,True,53,High,Cleaned and Validated
fdbk101865,cust109160,2025-04-04,Local grow Mrs notice technology risk sort attack.,3,Fraud,True,50,Medium,Cleaned and Validated
fdbk101866,cust108366,2025-07-31,Police receive with reveal degree rich leader less.,5,Fraud,False,51,High,Cleaned and Validated
fdbk101867,cust104006,2024-05-26,Nothing bit baby final.,2,Fraud,True,23,Low,Cleaned and Validated
fdbk101868,cust101456,2025-06-13,Serious people question well bar either.,3,Transaction,False,40,Medium,Cleaned and Validated
fdbk101869,cust105712,2024-01-09,Somebody might short today human only religious listen.,2,Transaction,True,55,Low,Cleaned and Validated
fdbk101870,cust107791,2025-07-17,North mean message always identify.,1,Transaction,True,35,Low,Cleaned and Validated
fdbk101871,cust103558,2025-06-17,Conference manager knowledge with few camera thousand know.,4,Transaction,True,59,High,Cleaned and Validated
fdbk101872,cust103734,2023-06-25,Watch court dinner eight again those off society.,4,Fraud,True,49,High,Cleaned and Validated
fdbk101873,cust109424,2023-03-13,Rather them single own mention better deep impact.,4,Transaction,True,50,High,Cleaned and Validated
fdbk101874,cust104647,2025-02-23,Attorney matter improve sometimes more relate indicate.,3,Transaction,False,55,Medium,Cleaned and Validated
fdbk101875,cust102271,2025-05-31,Interest there space wear hundred until member quality than relate.,4,Other,False,67,High,Cleaned and Validated
fdbk101876,cust101915,2025-06-20,Common town each charge administration though.,4,App_Usability,True,46,High,Cleaned and Validated
fdbk101877,cust106170,2022-10-12,Service under street work green.,5,Transaction,True,32,High,Cleaned and Validated
fdbk101878,cust100416,2025-03-06,Statement he police as song road we theory.,5,App_Usability,True,43,High,Cleaned and Validated
fdbk101879,cust109345,2024-04-29,Eat lawyer next heart by current Mr receive.,3,Other,True,44,Medium,Cleaned and Validated
fdbk101880,cust105871,2024-05-15,Main measure leader his star career.,5,App_Usability,True,36,High,Cleaned and Validated
fdbk101881,cust101913,2024-07-07,Simply image into sign month per behind risk.,5,Transaction,True,45,High,Cleaned and Validated
fdbk101882,cust100641,2024-08-23,Until east skill nature but plan recognize.,4,App_Usability,True,43,High,Cleaned and Validated
fdbk101883,cust102321,2024-08-13,View employee us team sea.,5,App_Usability,True,26,High,Cleaned and Validated
fdbk101884,cust109287,2024-11-08,Lawyer myself against lot theory agent accept stuff.,4,Fraud,True,52,High,Cleaned and Validated
fdbk101885,cust105861,2025-03-30,Soon its night material evidence same either.,4,Fraud,True,45,High,Cleaned and Validated
fdbk101886,cust105621,2023-04-11,Bill social list affect also probably market save approach see look.,3,App_Usability,True,68,Medium,Cleaned and Validated
fdbk101887,cust108555,2021-12-18,Water field national especially address about television even.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk101888,cust104444,2024-08-19,Society sign exist window.,5,Transaction,True,26,High,Cleaned and Validated
fdbk101889,cust108380,2023-10-17,Century southern American success agency partner evidence.,4,Transaction,True,58,High,Cleaned and Validated
fdbk101890,cust107757,2023-05-11,Lay western item last including run eye travel fund.,5,Transaction,True,52,High,Cleaned and Validated
fdbk101891,cust104239,2024-08-09,Republican itself win national.,3,App_Usability,True,31,Medium,Cleaned and Validated
fdbk101892,cust106132,2025-08-04,Sound assume station while main.,3,Transaction,True,32,Medium,Cleaned and Validated
fdbk101893,cust104239,2024-07-09,Control remember free lawyer green think party wind later simply.,5,Fraud,True,65,High,Cleaned and Validated
fdbk101894,cust109673,2025-02-05,Not more condition feel debate.,5,Fraud,True,31,High,Cleaned and Validated
fdbk101895,cust104625,2024-09-14,Machine middle realize body control growth middle crime accept.,1,App_Usability,True,63,Low,Cleaned and Validated
fdbk101896,cust100457,2025-04-16,Policy few five reflect TV.,3,Transaction,True,27,Medium,Cleaned and Validated
fdbk101897,cust100050,2024-09-17,Response fund hear serve know growth senior cause woman move.,3,Transaction,True,61,Medium,Cleaned and Validated
fdbk101898,cust108371,2023-02-18,Sort soldier interest when do choose chair gas manage memory.,5,Transaction,True,61,High,Cleaned and Validated
fdbk101899,cust106808,2025-04-16,Spend worry perhaps where product event central admit quite smile.,5,App_Usability,True,66,High,Cleaned and Validated
fdbk101900,cust100333,2025-05-20,Tax attention scene happy music determine enjoy.,4,Transaction,True,48,High,Cleaned and Validated
fdbk101901,cust105709,2025-06-14,Conference certainly describe recognize television Mrs tonight white.,4,App_Usability,False,69,High,Cleaned and Validated
fdbk101902,cust100453,2024-08-01,Sell continue teacher down region finish you much.,5,Transaction,True,50,High,Cleaned and Validated
fdbk101903,cust103246,2025-06-11,Painting six anything at from end.,5,Transaction,True,34,High,Cleaned and Validated
fdbk101904,cust105909,2023-03-01,Only election image public.,5,Transaction,True,27,High,Cleaned and Validated
fdbk101905,cust101805,2024-05-29,Get fish detail always should he.,5,Transaction,True,33,High,Cleaned and Validated
fdbk101906,cust101254,2023-09-13,During but Mrs law but five true.,4,Transaction,False,33,High,Cleaned and Validated
fdbk101907,cust104561,2023-07-26,Half institution add realize several little how meet water the.,4,Transaction,True,63,High,Cleaned and Validated
fdbk101908,cust102659,2020-11-13,Low light something father animal that.,4,Fraud,True,39,High,Cleaned and Validated
fdbk101909,cust104144,2021-08-11,South woman project line join inside option produce those on.,5,Fraud,True,61,High,Cleaned and Validated
fdbk101910,cust107724,2025-05-04,Suddenly use plant American.,4,Other,True,28,High,Cleaned and Validated
fdbk101911,cust108082,2020-09-29,Ask if up yard none bank certainly past Mr school watch.,4,App_Usability,True,56,High,Cleaned and Validated
fdbk101912,cust109016,2024-04-06,Interview make time career.,5,Transaction,True,27,High,Cleaned and Validated
fdbk101913,cust102712,2025-04-11,Everything of alone sell operation price dog.,2,Transaction,True,45,Low,Cleaned and Validated
fdbk101914,cust107245,2024-06-15,Church green fire go suddenly.,5,Transaction,True,30,High,Cleaned and Validated
fdbk101915,cust108408,2025-05-23,Follow arm reduce author vote which include challenge goal entire.,2,Transaction,True,66,Low,Cleaned and Validated
fdbk101916,cust108532,2025-08-03,Development someone out who research writer contain action box read.,4,Other,True,68,High,Cleaned and Validated
fdbk101917,cust105511,2024-05-29,Teach business particular author feel air save cut sea.,4,Other,True,55,High,Cleaned and Validated
fdbk101918,cust104348,2024-07-27,When miss week personal perhaps reflect leave product any.,3,Other,True,58,Medium,Cleaned and Validated
fdbk101919,cust100922,2022-04-17,Reach western south despite sport something hundred experience it easy.,4,Transaction,True,71,High,Cleaned and Validated
fdbk101920,cust103572,2024-05-22,Radio position start church.,5,Transaction,True,28,High,Cleaned and Validated
fdbk101921,cust106835,2025-04-25,Travel inside religious could support own property somebody.,5,Transaction,True,60,High,Cleaned and Validated
fdbk101922,cust101650,2023-12-22,Director benefit always beat listen member want science sometimes clearly cut.,5,Other,True,78,High,Cleaned and Validated
fdbk101923,cust103290,2025-03-23,Without candidate most chair do visit fight car red.,5,Transaction,True,52,High,Cleaned and Validated
fdbk101924,cust107911,2024-06-19,Nice cell hospital herself start hold accept which.,2,Transaction,False,51,Low,Cleaned and Validated
fdbk101925,cust107865,2024-01-23,Current start western floor friend building thought TV describe why.,4,Transaction,False,68,High,Cleaned and Validated
fdbk101926,cust101713,2021-10-20,Behavior without lot piece candidate value home.,4,App_Usability,True,48,High,Cleaned and Validated
fdbk101927,cust100920,2025-08-02,Nearly chance part scientist quality before offer serve.,3,Fraud,True,56,Medium,Cleaned and Validated
fdbk101928,cust102917,2025-05-20,Why consider side response partner research who.,4,Transaction,True,48,High,Cleaned and Validated
fdbk101929,cust106049,2024-09-17,Court partner money leave.,5,App_Usability,True,26,High,Cleaned and Validated
fdbk101930,cust108847,2025-06-01,Door analysis professional room institution brother especially carry within financial.,5,Fraud,True,86,High,Cleaned and Validated
fdbk101931,cust104109,2025-04-23,Talk move state challenge election buy with.,5,App_Usability,True,44,High,Cleaned and Validated
fdbk101932,cust105489,2021-01-11,See main next behavior next.,3,Fraud,True,28,Medium,Cleaned and Validated
fdbk101933,cust104233,2024-03-31,Plan organization structure dog fall member.,4,Fraud,True,44,High,Cleaned and Validated
fdbk101934,cust106872,2024-09-03,Manage such best ten live investment write fear risk be.,4,Transaction,True,56,High,Cleaned and Validated
fdbk101935,cust107315,2025-03-13,Personal young author lead future.,5,Transaction,True,34,High,Cleaned and Validated
fdbk101936,cust100580,2025-08-04,Owner fly break glass side artist century fish chance car.,4,Transaction,True,58,High,Cleaned and Validated
fdbk101937,cust104810,2022-10-31,Population general whose anyone decision goal space near when specific finally.,5,App_Usability,True,79,High,Cleaned and Validated
fdbk101938,cust104719,2024-12-11,Beat citizen we just environmental chair attack street.,4,Transaction,True,55,High,Cleaned and Validated
fdbk101939,cust103784,2024-10-21,It onto practice paper prevent style trouble body thing.,1,App_Usability,True,56,Low,Cleaned and Validated
fdbk101940,cust103032,2023-12-29,Use every rise figure test.,4,Transaction,True,27,High,Cleaned and Validated
fdbk101941,cust103108,2025-07-13,Air across team early travel TV yeah nature door top.,5,App_Usability,True,53,High,Cleaned and Validated
fdbk101942,cust107974,2023-08-25,Since quickly likely ten difficult.,3,App_Usability,True,35,Medium,Cleaned and Validated
fdbk101943,cust108225,2024-11-24,Type street institution join girl which commercial send.,3,Fraud,True,56,Medium,Cleaned and Validated
fdbk101944,cust109711,2025-02-23,Material include yard window occur enough fact skill Congress.,4,Transaction,True,62,High,Cleaned and Validated
fdbk101945,cust101651,2021-11-08,Sound move specific during animal if ok.,5,Transaction,True,40,High,Cleaned and Validated
fdbk101946,cust106793,2024-08-14,Reflect early floor Mr serious.,5,Transaction,True,31,High,Cleaned and Validated
fdbk101947,cust106451,2024-03-31,Lay event conference boy.,5,Transaction,True,25,High,Cleaned and Validated
fdbk101948,cust106547,2024-12-05,Color already action television indicate radio.,3,Transaction,True,47,Medium,Cleaned and Validated
fdbk101949,cust106685,2024-04-24,Foreign stay anyone attorney business.,3,App_Usability,True,38,Medium,Cleaned and Validated
fdbk101950,cust101564,2025-03-11,Reflect similar stuff new camera thought from.,4,Other,True,46,High,Cleaned and Validated
fdbk101951,cust101754,2025-07-16,Over own responsibility or event.,4,Transaction,True,33,High,Cleaned and Validated
fdbk101952,cust102037,2025-07-27,Mouth trial message foreign course box.,2,Transaction,True,39,Low,Cleaned and Validated
fdbk101953,cust108557,2024-05-19,Reach draw strategy base policy service page.,4,Transaction,True,45,High,Cleaned and Validated
